3.787547020368879913e+01,-1.222625972141879913e+02
3.787398701478920771e+01,-1.222652558010929909e+02
3.787369621840219480e+01,-1.222649899453870006e+02
3.787402794780960846e+01,-1.222646354700809894e+02
3.787392002258309986e+01,-1.222640151354579814e+02
3.787331717299809952e+01,-1.222652558010929766e+02
3.787308059679410377e+01,-1.222648127078819869e+02
3.787249898586379260e+01,-1.222642809935960031e+02
3.787299287234328915e+01,-1.222643696128280055e+02
3.787298596507509529e+01,-1.222646354700809894e+02
3.787314863497829975e+01,-1.222641037549110195e+02
3.787262123946110393e+01,-1.222633947972240094e+02
3.787280411096179478e+01,-1.222630403166109971e+02
3.787270257148220054e+01,-1.222631289368749918e+02
3.787354839605279722e+01,-1.222630403166109971e+02
3.787375147351078652e+01,-1.222628630758629811e+02
3.787411670768340599e+01,-1.222631289368749918e+02
3.787386631397600212e+01,-1.222632175570649906e+02
3.787355479191570140e+01,-1.222637492766570375e+02
3.787431388260029763e+01,-1.222612678958639805e+02
3.787426656375020428e+01,-1.222611792740530348e+02
3.787289924489829218e+01,-1.222622427309230062e+02
3.787312943274979915e+01,-1.222619768676999996e+02
3.787328519088530498e+01,-1.222617110038139856e+02
3.787386041190529795e+01,-1.222615337608549737e+02
3.787416502594680168e+01,-1.222612678958639947e+02
3.787384710156020873e+01,-1.222610906521680079e+02
3.787385447824829754e+01,-1.222598499380450079e+02
3.787402354954820538e+01,-1.222600271838040129e+02
3.787401665306400389e+01,-1.222602930518899882e+02
3.787490979627209953e+01,-1.222602930518899882e+02
3.787455096669658872e+01,-1.222607361638920196e+02
3.787444252969499559e+01,-1.222610906521680079e+02
3.787459828576520948e+01,-1.222608247860719928e+02
3.787475404129089185e+01,-1.222605589193119897e+02
3.787537657325209040e+01,-1.222604702969120183e+02
3.787543769031459817e+01,-1.222600271838039703e+02
3.787588376140539737e+01,-1.222610020302099940e+02
3.787572800541129681e+01,-1.222612678958639947e+02
3.787605231430689656e+01,-1.222621541099220082e+02
3.787581813531979691e+01,-1.222568367150579576e+02
3.787581169618129451e+01,-1.222561277090379832e+02
3.787531134638579289e+01,-1.222553300716320166e+02
3.787519603986199712e+01,-1.222559504567970095e+02
3.787510139027551048e+01,-1.222557732042610041e+02
3.787565594924459589e+01,-1.222563935868479632e+02
3.787419355671389809e+01,-1.222582547129540558e+02
3.787439663051329575e+01,-1.222580774642479895e+02
3.787459970389159736e+01,-1.222579002152480001e+02
3.787496495945099895e+01,-1.222581660886380490e+02
3.787516803197249970e+01,-1.222579888397849857e+02
3.787525624415030023e+01,-1.222574570914580079e+02
3.787519559471378727e+01,-1.222569253404790004e+02
3.787497138673040098e+01,-1.222588750811030280e+02
3.787554660212239810e+01,-1.222586978334289967e+02
3.787560081748200247e+01,-1.222585205854600190e+02
3.787555349666860138e+01,-1.222584319613650052e+02
3.787555991888309137e+01,-1.222591409520619976e+02
